task_id,sampling,checkpoint,test_overall_pearson,gretz_pearson,gretz_spearman,swanson_pearson,swanson_spearman,toledo_pearson,toledo_spearman,ukp_pearson,ukp_spearman,webis_pearson,webis_spearman,test_loss
STLAS_LOO_gretz_topic,in-topic,experiments/version_25-02-2022--05-08-09/checkpoints,0.3876,0.366,0.3382,0.6783,0.666,0.5385,0.5241,0.3312,0.4949,0.5883,0.691,0.0859
STLAS_LOO_toledo_topic,cross-topic,experiments/version_25-02-2022--05-38-15/checkpoints,0.5723,0.4938,0.4317,0.5855,0.5868,0.1938,0.2577,0.3785,0.4903,0.7312,0.7383,0.0472
MTLAS,cross-topic,experiments/version_25-02-2022--05-24-07/checkpoints,0.6294,0.5004,0.446,0.4235,0.4017,0.4225,0.4257,0.3338,0.4658,0.803,0.8162,0.0355
STLAS,cross-topic,experiments/version_25-02-2022--05-44-38/checkpoints,0.6025,0.4071,0.361,0.5491,0.5482,0.4389,0.4172,0.3397,0.2923,0.3907,0.2202,0.0404
STLAS_LOO_gretz_topic,in-topic,experiments/version_25-02-2022--06-33-02/checkpoints,0.3835,0.351,0.3247,0.6817,0.6536,0.5305,0.504,0.3149,0.4907,0.586,0.6599,0.0783
STLAS,cross-topic,experiments/version_25-02-2022--07-33-04/checkpoints,0.5943,0.3999,0.3339,0.5548,0.5581,0.3187,0.3152,0.1452,0.2968,0.5941,0.4816,0.0389
STLAS_LOO_gretz_topic,in-topic,experiments/version_25-02-2022--07-42-11/checkpoints,0.3854,0.3435,0.3112,0.6809,0.6599,0.5186,0.4923,0.3415,0.5138,0.5973,0.6619,0.0709
MTLAS,cross-topic,experiments/version_25-02-2022--07-08-57/checkpoints,0.7015,0.4784,0.4273,0.6371,0.6395,0.508,0.4802,0.4476,0.5436,0.7857,0.7543,0.032
STLAS_only_swanson_topic,in-topic,experiments/version_25-02-2022--09-12-22/checkpoints,0.2987,0.1245,0.109,0.6717,0.6447,0.2054,0.0852,0.3948,0.4147,0.3912,0.3711,0.0408
STLAS_only_swanson_topic,in-topic,experiments/version_25-02-2022--09-21-13/checkpoints,0.3036,0.1481,0.1098,0.6831,0.665,0.1809,0.0382,0.3654,0.3989,0.4393,0.4287,0.0412
STLAS_only_swanson_topic,in-topic,experiments/version_25-02-2022--09-29-17/checkpoints,0.2487,0.0585,0.039,0.6766,0.6466,0.2313,0.0952,0.454,0.4707,0.3742,0.353,0.0434
STLAS_only_swanson_topic,in-topic,experiments/version_25-02-2022--09-37-22/checkpoints,0.2469,0.0543,0.0382,0.6725,0.6466,0.1664,0.0216,0.4307,0.4977,0.3313,0.2751,0.0446
STLAS_only_swanson_topic,in-topic,experiments/version_25-02-2022--09-44-40/checkpoints,0.3055,0.1543,0.1137,0.6806,0.6542,0.2424,0.1031,0.4467,0.5101,0.3681,0.3743,0.0408
STLAS_LOO_gretz_topic,in-topic,experiments/version_25-02-2022--08-46-27/checkpoints,0.3979,0.3601,0.3343,0.6751,0.6481,0.5292,0.5051,0.3311,0.3864,0.6322,0.6908,0.0718
STLAS_only_swanson_topic,cross-topic,experiments/version_25-02-2022--09-53-31/checkpoints,0.3518,0.1656,0.1267,0.3798,0.3547,0.0563,-0.0213,0.3402,0.1945,0.4095,0.2845,0.0466
MTLAS,cross-topic,experiments/version_25-02-2022--08-53-19/checkpoints,0.7104,0.5181,0.4597,0.6598,0.6621,0.3649,0.3442,0.2936,0.613,0.8093,0.8301,0.03
STLAS_only_swanson_topic,cross-topic,experiments/version_25-02-2022--09-58-26/checkpoints,0.3041,0.1298,0.081,0.3642,0.3469,0.1965,0.1188,0.4356,0.33,0.5646,0.464,0.0519
STLAS_only_swanson_topic,cross-topic,experiments/version_25-02-2022--10-05-49/checkpoints,0.288,0.0615,0.0086,0.3814,0.3578,0.178,0.1065,0.2835,0.2573,0.4938,0.446,0.0537
STLAS_only_swanson_topic,cross-topic,experiments/version_25-02-2022--10-14-34/checkpoints,0.3133,0.0575,0.0508,0.5486,0.5433,0.1909,0.1563,0.1831,0.123,0.1242,0.1073,0.0659
STLAS_only_swanson_topic,cross-topic,experiments/version_25-02-2022--10-17-30/checkpoints,0.5052,0.1341,0.0663,0.6488,0.6468,0.1913,0.1425,0.2941,0.4794,0.6207,0.524,0.0475
STLAS_LOO_gretz_topic,cross-topic,experiments/version_25-02-2022--09-55-47/checkpoints,0.4278,0.3047,0.2628,0.4015,0.3845,0.3185,0.3011,0.2136,-0.0178,0.6394,0.6789,0.0571
STLAS_LOO_gretz_topic,cross-topic,experiments/version_25-02-2022--10-29-28/checkpoints,0.319,0.2856,0.2539,0.3431,0.3328,0.4461,0.4175,0.2888,0.2516,0.812,0.8449,0.1021
STLAS_topic,in-topic,experiments/version_25-02-2022--08-43-58/checkpoints,0.5591,0.4952,0.4433,0.6596,0.6337,0.5358,0.5084,0.3513,0.318,0.6273,0.684,0.0347
MTLAS_topic,in-topic,experiments/version_25-02-2022--10-01-30/checkpoints,0.5689,0.5081,0.4591,0.6756,0.6489,0.5259,0.4975,0.614,0.5967,0.5742,0.6387,0.0324
STLAS_LOO_gretz_topic,cross-topic,experiments/version_25-02-2022--11-03-25/checkpoints,0.4459,0.355,0.3237,0.3294,0.3186,0.3485,0.3189,0.2126,0.3903,0.7601,0.7909,0.0696
STLAS_LOO_gretz_topic,cross-topic,experiments/version_25-02-2022--11-38-34/checkpoints,0.4891,0.2861,0.256,0.5852,0.5866,0.4477,0.4255,0.2648,0.416,0.7648,0.7285,0.0681
STLAS_LOO_swanson_topic,in-topic,experiments/version_25-02-2022--10-22-49/checkpoints,0.5513,0.5152,0.4568,0.3975,0.4425,0.5348,0.5107,0.1527,0.3958,0.5894,0.6928,0.0337
STLAS_LOO_gretz_topic,cross-topic,experiments/version_25-02-2022--12-16-37/checkpoints,0.4526,0.283,0.2491,0.6027,0.602,0.3091,0.3001,0.3165,0.4906,0.7734,0.7802,0.0784
MTLAS_topic,in-topic,experiments/version_25-02-2022--11-35-14/checkpoints,0.5778,0.5147,0.468,0.6823,0.6527,0.5338,0.5066,0.6068,0.6834,0.5975,0.6373,0.0321
STLAS_LOO_swanson_topic,in-topic,experiments/version_25-02-2022--12-29-25/checkpoints,0.5509,0.5139,0.4595,0.3799,0.415,0.5324,0.5059,0.2035,0.3723,0.6028,0.7147,0.0339
STLAS_topic,in-topic,experiments/version_25-02-2022--11-15-03/checkpoints,0.5708,0.5067,0.4536,0.6697,0.6561,0.539,0.5198,0.3719,0.4579,0.6158,0.6901,0.033
MTLAS_topic,in-topic,experiments/version_25-02-2022--13-40-05/checkpoints,0.5796,0.515,0.4599,0.675,0.6536,0.5325,0.5064,0.7039,0.6265,0.5987,0.6674,0.0319
STLAS_LOO_swanson_topic,in-topic,experiments/version_25-02-2022--14-25-23/checkpoints,0.5398,0.4995,0.4386,0.3369,0.3772,0.5357,0.5143,0.2345,0.3263,0.5369,0.6537,0.0346
STLAS_topic,in-topic,experiments/version_25-02-2022--14-29-15/checkpoints,0.5639,0.4943,0.436,0.6815,0.6577,0.5295,0.5037,0.3099,0.2473,0.5911,0.6832,0.0322
STLAS_only_ukp_topic,in-topic,experiments/version_25-02-2022--17-07-44/checkpoints,0.032,-0.0182,-0.0234,0.418,0.3633,-0.1659,-0.1748,0.1841,0.0754,0.4634,0.3983,0.0606
STLAS_only_ukp_topic,in-topic,experiments/version_25-02-2022--17-12-44/checkpoints,0.0046,0.0988,0.0857,0.367,0.3117,-0.136,-0.1042,0.08,-0.1305,0.507,0.5032,0.0522
STLAS_only_ukp_topic,in-topic,experiments/version_25-02-2022--17-17-07/checkpoints,0.0651,0.1234,0.1074,0.4956,0.4524,-0.0467,-0.0217,0.1625,-0.0131,0.5318,0.5887,0.056
STLAS_only_ukp_topic,in-topic,experiments/version_25-02-2022--17-21-54/checkpoints,-0.0028,0.0704,0.0608,0.4418,0.38,-0.0412,0.0047,0.0434,-0.0475,0.433,0.4334,0.0572
STLAS_only_ukp_topic,in-topic,experiments/version_25-02-2022--17-26-42/checkpoints,0.0741,0.1102,0.0936,0.3744,0.3265,-0.0165,-0.0199,0.2764,0.1584,0.4789,0.4591,0.0584
STLAS_only_ukp_topic,cross-topic,experiments/version_25-02-2022--17-31-35/checkpoints,-0.0394,-0.0023,-0.0139,0.2925,0.2657,-0.2214,-0.2278,0.032,-0.2208,0.3032,0.1952,0.0726
STLAS_only_ukp_topic,cross-topic,experiments/version_25-02-2022--17-37-08/checkpoints,-0.0674,0.039,0.0252,0.1601,0.1565,0.0381,0.0349,0.1966,0.1433,0.659,0.5581,0.0624
STLAS_only_ukp_topic,cross-topic,experiments/version_25-02-2022--17-42-28/checkpoints,-0.1705,0.1166,0.0901,0.2787,0.2657,0.0046,0.0023,0.162,0.1931,0.547,0.4467,0.0772
STLAS_only_ukp_topic,cross-topic,experiments/version_25-02-2022--17-48-08/checkpoints,0.0109,0.0308,0.009,0.4279,0.4338,0.0717,0.0776,0.1197,0.304,0.5251,0.4437,0.0859
STLAS_only_ukp_topic,cross-topic,experiments/version_25-02-2022--17-53-40/checkpoints,0.0324,0.0572,0.0338,0.4215,0.4173,-0.1165,-0.1571,0.1442,0.118,0.5599,0.4421,0.0838
MTLAS_topic,in-topic,experiments/version_25-02-2022--16-15-50/checkpoints,0.5805,0.5167,0.4644,0.6875,0.6611,0.5414,0.5096,0.6814,0.669,0.6205,0.6594,0.032
STLAS_LOO_swanson_topic,in-topic,experiments/version_25-02-2022--16-31-50/checkpoints,0.5392,0.5049,0.4436,0.365,0.3861,0.5268,0.4933,0.2927,0.3406,0.5861,0.6794,0.0356
STLAS_topic,in-topic,experiments/version_25-02-2022--17-11-12/checkpoints,0.5583,0.4913,0.4318,0.6736,0.6424,0.5043,0.4773,0.2932,0.2714,0.5886,0.6547,0.0333
STLAS_LOO_ukp_topic,in-topic,experiments/version_25-02-2022--17-58-46/checkpoints,0.537,0.5118,0.4588,0.647,0.617,0.5384,0.5008,0.4999,0.691,0.6326,0.6807,0.0344
MTLAS_topic,in-topic,experiments/version_25-02-2022--18-20-47/checkpoints,0.5833,0.5187,0.4653,0.6767,0.6481,0.5435,0.5213,0.6623,0.6546,0.5989,0.6476,0.0309
STLAS_LOO_swanson_topic,in-topic,experiments/version_25-02-2022--18-28-11/checkpoints,0.551,0.5129,0.4588,0.352,0.3632,0.5329,0.505,0.4359,0.4668,0.5372,0.6517,0.0341
STLAS_topic,in-topic,experiments/version_25-02-2022--19-20-56/checkpoints,0.5554,0.4911,0.4344,0.6649,0.6345,0.5011,0.4783,0.3191,0.294,0.5811,0.6595,0.0335
MTLAS_topic,cross-topic,experiments/version_25-02-2022--20-46-52/checkpoints,0.5942,0.4745,0.4148,0.3805,0.3628,0.3719,0.3505,0.4021,0.2213,0.7035,0.7321,0.0355
STLAS_LOO_ukp_topic,in-topic,experiments/version_25-02-2022--19-35-52/checkpoints,0.5469,0.5168,0.4625,0.6555,0.6346,0.5358,0.5098,0.5132,0.6666,0.6091,0.6884,0.0343
STLAS_LOO_swanson_topic,cross-topic,experiments/version_25-02-2022--20-56-36/checkpoints,0.5617,0.487,0.4308,0.2206,0.2392,0.4106,0.4057,0.2306,0.0458,0.6677,0.7159,0.0381
STLAS_topic,cross-topic,experiments/version_25-02-2022--21-09-10/checkpoints,0.5648,0.482,0.4273,0.3699,0.3608,0.4117,0.4008,0.2787,0.1076,0.6543,0.691,0.0392
MTLAS_topic,cross-topic,experiments/version_25-02-2022--21-59-45/checkpoints,0.5985,0.4871,0.4254,0.3924,0.3704,0.4962,0.4614,0.593,0.612,0.8348,0.8456,0.0343
STLAS_LOO_ukp_topic,in-topic,experiments/version_25-02-2022--22-06-55/checkpoints,0.5438,0.5053,0.4473,0.6658,0.6341,0.5386,0.5099,0.5686,0.6971,0.5987,0.6527,0.0332
MTLAS_topic,cross-topic,experiments/version_25-02-2022--23-16-36/checkpoints,0.6029,0.4906,0.4243,0.4019,0.3844,0.419,0.417,0.3498,0.5306,0.7997,0.8136,0.0387
STLAS_topic,cross-topic,experiments/version_25-02-2022--23-15-55/checkpoints,0.5635,0.4797,0.4248,0.3778,0.3687,0.4777,0.4484,0.3583,0.2775,0.7969,0.8272,0.0374
STLAS_LOO_ukp_topic,in-topic,experiments/version_26-02-2022--00-06-02/checkpoints,0.5409,0.5099,0.4547,0.6641,0.6434,0.5309,0.4967,0.5278,0.7002,0.6042,0.6715,0.0351
MTLAS_topic,cross-topic,experiments/version_26-02-2022--01-02-11/checkpoints,0.6971,0.4616,0.4099,0.6377,0.6403,0.509,0.4837,0.4491,0.5141,0.8062,0.7662,0.0327
STLAS_topic,cross-topic,experiments/version_26-02-2022--01-29-30/checkpoints,0.5879,0.4867,0.4238,0.3203,0.3193,0.3747,0.3619,0.1895,0.3996,0.7011,0.7467,0.0395
STLAS_LOO_swanson_topic,cross-topic,experiments/version_26-02-2022--01-08-45/checkpoints,0.5696,0.4764,0.4395,0.2134,0.2212,0.174,0.1663,0.2808,0.3308,0.8303,0.8144,0.0412
MTLAS_topic,cross-topic,experiments/version_26-02-2022--02-46-30/checkpoints,0.7002,0.4976,0.4347,0.6583,0.6609,0.3474,0.3225,0.3756,0.6322,0.7873,0.7953,0.0312
STLAS_LOO_ukp_topic,in-topic,experiments/version_26-02-2022--02-26-48/checkpoints,0.55,0.5192,0.4672,0.6626,0.6329,0.5373,0.5108,0.5448,0.7052,0.6225,0.6871,0.0335
STLAS_LOO_swanson_topic,cross-topic,experiments/version_26-02-2022--03-17-05/checkpoints,0.6368,0.4682,0.4176,0.2909,0.2925,0.4605,0.4422,0.1458,-0.0945,0.737,0.7939,0.0383
STLAS_topic,cross-topic,experiments/version_26-02-2022--03-10-06/checkpoints,0.6815,0.4555,0.403,0.5579,0.5586,0.4834,0.4605,0.249,0.4249,0.7499,0.7166,0.0332
STLAS_LOO_ukp_topic,cross-topic,experiments/version_26-02-2022--04-17-42/checkpoints,0.5149,0.4867,0.4368,0.3139,0.3117,0.4081,0.3936,0.4287,0.605,0.6797,0.7102,0.0487
STLAS_topic,cross-topic,experiments/version_26-02-2022--05-00-27/checkpoints,0.661,0.4824,0.4194,0.5563,0.5522,0.3034,0.2969,0.2904,0.4811,0.7336,0.7562,0.0344
STLAS_LOO_swanson_topic,cross-topic,experiments/version_26-02-2022--04-53-03/checkpoints,0.661,0.4643,0.408,0.3554,0.3671,0.3186,0.3228,0.1559,0.169,0.8013,0.8199,0.037
MTLAS_LOO_gretz,in-topic,experiments/version_26-02-2022--09-29-36/checkpoints,0.7039,0.657,0.6326,0.5094,0.4844,0.5554,0.4379,0.7459,0.8018,0.0327
STLAS_LOO_ukp_topic,cross-topic,experiments/version_26-02-2022--09-19-01/checkpoints,0.5095,0.4728,0.44,0.2873,0.2872,0.2306,0.2073,0.4504,0.6265,0.8064,0.794,0.0489
STLAS_LOO_swanson_topic,cross-topic,experiments/version_26-02-2022--09-25-02/checkpoints,0.66,0.4672,0.4075,0.3468,0.3552,0.1535,0.1508,0.2093,0.2669,0.7805,0.7909,0.0345
STLAS_only_webis_topic,in-topic,experiments/version_26-02-2022--11-01-32/checkpoints,0.238,0.2424,0.2557,0.3288,0.3644,0.2672,0.2556,0.3478,0.448,0.3875,0.4552,0.3114
MTLAS_LOO_toledo,cross-topic,experiments/version_26-02-2022--09-39-23/checkpoints,0.6185,0.4882,0.4305,0.4184,0.3907,0.4117,0.2368,0.7042,0.7332,0.031
STLAS_only_webis_topic,in-topic,experiments/version_26-02-2022--11-09-52/checkpoints,0.2708,0.2672,0.2639,0.3587,0.4328,0.236,0.2149,0.4025,0.5367,0.3817,0.441,0.3195
MTLAS_LOO_gretz,in-topic,experiments/version_26-02-2022--10-26-06/checkpoints,0.7122,0.6643,0.6305,0.526,0.5069,0.5085,0.4766,0.7447,0.7812,0.0317
STLAS_only_webis_topic,in-topic,experiments/version_26-02-2022--11-29-47/checkpoints,0.2645,0.2611,0.2623,0.26,0.3104,0.2123,0.1922,0.4099,0.518,0.4145,0.4816,0.3302
STLAS_only_webis_topic,in-topic,experiments/version_26-02-2022--11-43-11/checkpoints,0.2575,0.2492,0.2502,0.3249,0.3564,0.2053,0.1886,0.3865,0.4853,0.3672,0.4266,0.3211
STLAS_only_webis_topic,in-topic,experiments/version_26-02-2022--11-55-17/checkpoints,0.2629,0.2628,0.2564,0.3704,0.4032,0.2766,0.2473,0.4241,0.5742,0.4289,0.5175,0.2823
STLAS_only_webis_topic,cross-topic,experiments/version_26-02-2022--12-06-42/checkpoints,0.1238,0.1877,0.1935,0.203,0.1999,0.2413,0.2601,0.3229,0.412,0.4123,0.485,0.3332
STLAS_LOO_ukp_topic,cross-topic,experiments/version_26-02-2022--10-54-20/checkpoints,0.6331,0.4798,0.4246,0.6045,0.605,0.4394,0.4024,0.4085,0.532,0.743,0.8007,0.039
STLAS_only_webis_topic,cross-topic,experiments/version_26-02-2022--12-15-58/checkpoints,0.1989,0.2407,0.2353,0.2163,0.2157,0.2961,0.2938,0.3061,0.3293,0.5802,0.6209,0.3118
STLAS_only_webis_topic,cross-topic,experiments/version_26-02-2022--12-24-54/checkpoints,0.1398,0.207,0.2186,0.1186,0.0949,0.2226,0.253,0.2004,0.1341,0.5339,0.5626,0.2962
MTLAS_LOO_gretz,in-topic,experiments/version_26-02-2022--11-36-34/checkpoints,0.7077,0.6657,0.638,0.5028,0.4904,0.5942,0.4391,0.7427,0.7849,0.0322
STLAS_only_webis_topic,cross-topic,experiments/version_26-02-2022--12-32-24/checkpoints,0.2527,0.1782,0.1726,0.3459,0.3378,0.1363,0.1415,0.1913,0.3298,0.4061,0.3799,0.2822
STLAS_only_webis_topic,cross-topic,experiments/version_26-02-2022--12-39-52/checkpoints,0.3072,0.2568,0.2494,0.3706,0.3594,0.1664,0.1759,0.2997,0.4127,0.5372,0.5894,0.2757
MTLAS_LOO_toledo,cross-topic,experiments/version_26-02-2022--11-11-03/checkpoints,0.6026,0.4958,0.4387,0.3928,0.3758,0.5566,0.6074,0.8377,0.8471,0.0322
STLAS_LOO_webis_topic,in-topic,experiments/version_26-02-2022--12-52-07/checkpoints,0.4758,0.422,0.3555,0.6368,0.6158,0.3456,0.3249,0.4779,0.4616,0.5446,0.5607,0.0354
MTLAS_LOO_gretz,in-topic,experiments/version_26-02-2022--12-37-44/checkpoints,0.7039,0.6552,0.6263,0.5144,0.4939,0.4506,0.4368,0.7472,0.8028,0.0326
STLAS_LOO_ukp_topic,cross-topic,experiments/version_26-02-2022--12-23-18/checkpoints,0.6488,0.4749,0.4221,0.5537,0.5565,0.3112,0.299,0.3155,0.4965,0.7903,0.8093,0.0374
STLAS_LOO_webis_topic,in-topic,experiments/version_26-02-2022--13-27-42/checkpoints,0.4688,0.4085,0.3415,0.6562,0.6381,0.327,0.3122,0.481,0.4334,0.5472,0.5495,0.0357
MTLAS_LOO_gretz,in-topic,experiments/version_26-02-2022--13-34-18/checkpoints,0.7021,0.6478,0.6201,0.5255,0.5065,0.4703,0.4122,0.7408,0.7837,0.033
MTLAS_LOO_toledo,cross-topic,experiments/version_26-02-2022--13-03-20/checkpoints,0.6161,0.4806,0.4312,0.4188,0.3976,0.3487,0.5166,0.8025,0.8255,0.0337
STLAS_LOO_webis_topic,in-topic,experiments/version_26-02-2022--14-03-02/checkpoints,0.4701,0.4111,0.3415,0.6608,0.6384,0.3282,0.3017,0.482,0.451,0.531,0.5543,0.0355
MTLAS_LOO_gretz,cross-topic,experiments/version_26-02-2022--14-26-10/checkpoints,0.5036,0.4147,0.3947,0.341,0.3221,0.304,0.0478,0.7116,0.7444,0.0472
STLAS_LOO_webis_topic,in-topic,experiments/version_26-02-2022--14-41-42/checkpoints,0.4665,0.4069,0.3464,0.6599,0.6301,0.3368,0.316,0.4813,0.4802,0.489,0.5242,0.0361
STLAS_LOO_ukp_topic,cross-topic,experiments/version_26-02-2022--14-01-34/checkpoints,0.6485,0.4623,0.4025,0.5503,0.551,0.3031,0.289,0.4477,0.6566,0.7698,0.744,0.0358
STLAS_LOO_webis_topic,in-topic,experiments/version_26-02-2022--15-20-32/checkpoints,0.4761,0.42,0.3489,0.6562,0.6334,0.3193,0.2954,0.4955,0.4545,0.5384,0.554,0.0355
MTLAS_LOO_toledo,cross-topic,experiments/version_26-02-2022--14-27-12/checkpoints,0.7135,0.469,0.4223,0.6597,0.6617,0.4347,0.5199,0.7811,0.7556,0.033
MTLAS_LOO_gretz,cross-topic,experiments/version_26-02-2022--15-18-50/checkpoints,0.6066,0.3731,0.3509,0.4945,0.4699,0.4769,0.4989,0.8335,0.8502,0.0418
STLAS_LOO_webis_topic,cross-topic,experiments/version_26-02-2022--15-56-02/checkpoints,0.548,0.4765,0.4253,0.3571,0.3459,0.4204,0.4096,0.2944,0.2287,0.5866,0.4662,0.0375
STLAS_LOO_webis_topic,cross-topic,experiments/version_26-02-2022--16-30-47/checkpoints,0.5003,0.4651,0.4061,0.3642,0.3595,0.4089,0.3927,0.3812,0.2863,0.7254,0.6785,0.0397
MTLAS_LOO_gretz,cross-topic,experiments/version_26-02-2022--16-08-46/checkpoints,0.5274,0.4312,0.415,0.3537,0.3408,0.252,0.4285,0.7934,0.817,0.0453
STLAS_LOO_webis_topic,cross-topic,experiments/version_26-02-2022--16-58-48/checkpoints,0.5577,0.4825,0.4231,0.346,0.3283,0.3649,0.3595,0.1494,0.3788,0.5794,0.4774,0.0411
MTLAS_LOO_gretz,cross-topic,experiments/version_26-02-2022--17-05-12/checkpoints,0.6899,0.6341,0.6356,0.4694,0.4397,0.3603,0.3652,0.7789,0.7743,0.0349
MTLAS_LOO_toledo,cross-topic,experiments/version_26-02-2022--16-00-20/checkpoints,0.7259,0.5097,0.4467,0.6467,0.6496,0.2834,0.6594,0.8135,0.8138,0.0297
STLAS_LOO_webis_topic,cross-topic,experiments/version_26-02-2022--17-34-54/checkpoints,0.623,0.4426,0.3934,0.5792,0.5788,0.4761,0.4583,0.1936,0.3562,0.5352,0.4822,0.039
MTLAS_LOO_gretz,cross-topic,experiments/version_26-02-2022--17-59-35/checkpoints,0.6885,0.6431,0.6436,0.3463,0.3332,0.0505,0.2437,0.7962,0.823,0.0333
STLAS_LOO_webis_topic,cross-topic,experiments/version_26-02-2022--18-01-09/checkpoints,0.6292,0.4768,0.4151,0.6125,0.6157,0.3307,0.3276,0.2668,0.4023,0.6685,0.6284,0.0386
MTLAS_LOO_toledo_topic,cross-topic,experiments/version_26-02-2022--18-00-20/checkpoints,0.5952,0.476,0.4194,0.382,0.3651,0.3476,0.153,0.7014,0.7403,0.0338
MTLAS_LOO_gretz_topic,in-topic,experiments/version_26-02-2022--18-30-21/checkpoints,0.7194,0.6837,0.6599,0.526,0.5085,0.5975,0.4041,0.7636,0.8183,0.0313
MTLAS_LOO_gretz_topic,in-topic,experiments/version_26-02-2022--19-36-06/checkpoints,0.7201,0.6696,0.6384,0.548,0.5251,0.5531,0.4512,0.7606,0.811,0.0309
MTLAS_LOO_toledo_topic,cross-topic,experiments/version_26-02-2022--19-09-29/checkpoints,0.5947,0.4897,0.4319,0.3854,0.368,0.5545,0.6069,0.8409,0.8522,0.0331
MTLAS_LOO_ukp,in-topic,experiments/version_26-02-2022--18-58-30/checkpoints,0.5732,0.5122,0.4582,0.6559,0.6251,0.5198,0.503,0.5532,0.5878,0.0315
MTLAS_LOO_gretz_topic,in-topic,experiments/version_26-02-2022--20-46-39/checkpoints,0.7151,0.6721,0.6483,0.5257,0.5094,0.6286,0.4651,0.7563,0.8149,0.0317
MTLAS_LOO_toledo_topic,cross-topic,experiments/version_26-02-2022--21-01-55/checkpoints,0.6031,0.4834,0.4265,0.3828,0.3694,0.3525,0.5429,0.8041,0.8269,0.0356
MTLAS_LOO_gretz_topic,in-topic,experiments/version_26-02-2022--22-06-40/checkpoints,0.7168,0.6772,0.6474,0.5305,0.5022,0.4754,0.3577,0.7653,0.8178,0.0312
MTLAS_LOO_ukp,in-topic,experiments/version_26-02-2022--21-11-33/checkpoints,0.5678,0.5083,0.4548,0.648,0.6212,0.5166,0.5045,0.4965,0.5221,0.0319
MTLAS_LOO_gretz_topic,in-topic,experiments/version_26-02-2022--23-03-14/checkpoints,0.7211,0.6795,0.6545,0.548,0.5311,0.6111,0.4974,0.7623,0.7925,0.0314
MTLAS_LOO_toledo_topic,cross-topic,experiments/version_26-02-2022--22-56-00/checkpoints,0.7108,0.4575,0.4124,0.6601,0.6624,0.4397,0.5654,0.8009,0.7621,0.0337
MTLAS_LOO_gretz_topic,cross-topic,experiments/version_27-02-2022--00-37-17/checkpoints,0.4826,0.4029,0.3843,0.3293,0.3064,0.1267,-0.1065,0.6956,0.7369,0.0491
MTLAS_LOO_ukp,in-topic,experiments/version_26-02-2022--23-34-52/checkpoints,0.5686,0.5081,0.4541,0.66,0.6288,0.5243,0.5052,0.5081,0.541,0.0317
MTLAS_LOO_gretz_topic,cross-topic,experiments/version_27-02-2022--01-15-46/checkpoints,0.6105,0.3799,0.3585,0.4882,0.4577,0.3621,0.3246,0.8342,0.8498,0.0411
MTLAS_LOO_toledo_topic,cross-topic,experiments/version_27-02-2022--00-52-09/checkpoints,0.7151,0.4881,0.4268,0.6437,0.6502,0.3351,0.5775,0.7997,0.8006,0.0305
MTLAS_LOO_gretz_topic,cross-topic,experiments/version_27-02-2022--01-58-37/checkpoints,0.4864,0.4009,0.383,0.3576,0.3429,0.267,0.4327,0.8014,0.8283,0.05
MTLAS_LOO_gretz_topic,cross-topic,experiments/version_27-02-2022--02-55-02/checkpoints,0.6923,0.6388,0.6392,0.4815,0.4566,0.4064,0.4839,0.7916,0.7861,0.0352
MTLAS_LOO_ukp,in-topic,experiments/version_27-02-2022--01-37-54/checkpoints,0.5676,0.507,0.4552,0.6485,0.6167,0.5076,0.486,0.5579,0.6007,0.0326
MTLAS_LOO_gretz_topic,cross-topic,experiments/version_27-02-2022--03-52-37/checkpoints,0.6807,0.6393,0.6382,0.3233,0.3058,0.12,0.262,0.7907,0.8189,0.0343
MTLAS_LOO_ukp,in-topic,experiments/version_27-02-2022--03-53-57/checkpoints,0.5721,0.5092,0.4538,0.6611,0.6345,0.5278,0.509,0.5297,0.5666,0.0321
MTLAS_LOO_webis,in-topic,experiments/version_27-02-2022--07-31-31/checkpoints,0.5625,0.5085,0.4553,0.6481,0.615,0.4921,0.4675,0.6183,0.5288,0.0317
MTLAS_LOO_ukp,cross-topic,experiments/version_27-02-2022--06-48-27/checkpoints,0.6133,0.4887,0.4311,0.4101,0.3845,0.3876,0.3658,0.7006,0.7271,0.0327
MTLAS_LOO_webis,in-topic,experiments/version_27-02-2022--08-01-29/checkpoints,0.5673,0.5124,0.4597,0.6491,0.6227,0.493,0.4798,0.7156,0.6265,0.0306
MTLAS_LOO_swanson,in-topic,experiments/version_27-02-2022--07-27-47/checkpoints,0.544,0.5111,0.4567,0.5111,0.489,0.5809,0.4944,0.5852,0.6348,0.0311
MTLAS_LOO_webis,in-topic,experiments/version_27-02-2022--08-46-10/checkpoints,0.5669,0.51,0.4555,0.6645,0.6307,0.5016,0.4904,0.677,0.578,0.0309
MTLAS_LOO_ukp,cross-topic,experiments/version_27-02-2022--08-24-22/checkpoints,0.6002,0.4947,0.4346,0.3897,0.372,0.4981,0.4667,0.8349,0.8448,0.0329
MTLAS_LOO_webis,in-topic,experiments/version_27-02-2022--09-27-54/checkpoints,0.56,0.5075,0.4557,0.6407,0.609,0.4892,0.4708,0.5983,0.6368,0.0323
MTLAS_LOO_webis,in-topic,experiments/version_27-02-2022--10-03-41/checkpoints,0.5573,0.5019,0.4473,0.6335,0.6091,0.5037,0.4782,0.6273,0.5755,0.032
