model_id,seed,avg_train_loss,avg_val_loss,avg_test_loss,gretz_pearson,toledo_pearson,ukp_pearson,swanson_pearson,avg_pearson
STLAS_only_gretz_randomized,5001,0.017910291500231053,0.029394023160895576,0,0.5001523955923309,0.41485368183624655,0.24436238764262555,0.43569522951948425,0.3987659236476718
STLAS_only_gretz_randomized,2915,0.01823177510123448,0.03153196468632272,0,0.49231685888769205,0.36665946993092974,0.30558742592278504,0.487366812161973,0.412982641725845
STLAS_only_gretz_randomized,2856,0.01746375327264624,0.029218442995656044,0,0.4727478276198839,0.4100667256688713,0.22295100524468672,0.34534548021290484,0.3627777596865867
STLAS_only_gretz_randomized,3027,0.019517414152516163,0.030993459684153398,0,0.49350705007452755,0.335599806383698,0.3301368600258688,0.2620055715516941,0.35531232200894713
STLAS_only_gretz_randomized,68,0.018718220296848033,0.031878769338289474,0,0.5059481280830186,0.4090623212896372,0.36927503480267965,0.3108942827406835,0.39879494172900476
STLAS_only_gretz_randomized,9735,0.018685928360302594,0.029655239247578256,0,0.4934607268116493,0.38662553069394723,0.33489392200717794,0.34764944014750726,0.3906574049150704
STLAS_only_gretz_randomized,8267,0.01862526415440608,0.030188696538197234,0,0.5180441215648862,0.4027624217578034,0.2943382566461491,0.26728032596314233,0.37060628148299524
STLAS_only_gretz_randomized,7828,0.01818313285076576,0.03047417526311697,0,0.4833838353649751,0.3387815521500693,0.2560536797521628,0.2489399863666413,0.3317897634084621
STLAS_only_gretz_randomized,5132,0.01944608707643807,0.030904861555124324,0,0.49971954673208585,0.3654857472877307,0.3687802779255326,0.3392305475141023,0.3933040298648628
STLAS_only_gretz_randomized,9667,0.01929597626605355,0.029931156896054745,0,0.49088011504413986,0.46935253421416295,0.4277336637160912,0.346798752636435,0.4336912664027072
STLAS_only_toledo_randomized,6914,0.024432379566133023,0.03794960092220988,0,0.3906659740709992,0.419589375693957,0.24419669120356718,0.16866756297041025,0.3057799009847334
STLAS_only_toledo_randomized,6213,0.02228697877791193,0.038475684144280174,0,0.407558883577601,0.3605209651207369,0.25094777851235117,0.38402201414896203,0.35076241033991273
STLAS_only_toledo_randomized,7871,0.02322499774057757,0.04051636792719364,0,0.4101058502401038,0.30070022397671636,0.16507548828559968,0.3997461584818831,0.3189069302460757
STLAS_only_toledo_randomized,3652,0.021707440022288298,0.03568011137346427,0,0.3535610867323904,0.1768316678753774,0.26779508927966655,0.3530006110833104,0.2877971137426862
STLAS_only_toledo_randomized,1179,0.02566793497482484,0.04116596579551697,0,0.4287511531246742,0.41567175649552834,0.19574887345852884,0.3781735070112962,0.3545863225225069
STLAS_only_toledo_randomized,8089,0.026317815884555642,0.03938674447791917,0,0.37243115533562915,0.383215374408204,0.2752634999467204,0.18951435148754234,0.305106095294524
STLAS_only_toledo_randomized,8355,0.026019367071368347,0.04465495869517326,0,0.4010879251274099,0.2965905987232191,0.18159775007145096,0.3334375035742861,0.3031784443740915
STLAS_only_toledo_randomized,6019,0.024974526209837717,0.03591955370373196,0,0.3728511839729606,0.465083585010934,0.28866399725880126,0.3695524174773002,0.374037795929999
STLAS_only_toledo_randomized,8074,0.02078247109602671,0.044192152470350264,0,0.38624995523269123,0.33934458356762637,0.21177450738363135,0.37559252324988673,0.3282403923584589
STLAS_only_toledo_randomized,3887,0.025180629501119257,0.03830766881054098,0,0.41162208711226195,0.42102345717454753,0.31937819675120616,0.28410676439123667,0.3590326263573131
STLAS_only_swanson_randomized,3267,0.017228891547673788,0.028761381283402443,0,0.14265977427554005,0.1421800297689871,0.1558995639495196,0.4170682333838687,0.21445190034447886
STLAS_only_swanson_randomized,6645,0.025883531414492185,0.062314735991614204,0,0.206212908892105,0.3153381462224575,0.22378942017005796,0.6355196371166272,0.3452150281003119
STLAS_only_swanson_randomized,1678,0.017008519038940087,0.029276551057895023,0,0.1540681043611514,0.12299338093279616,0.1982199149386766,0.42306854916907577,0.224587487350425
STLAS_only_swanson_randomized,983,0.0193103194469586,0.02752110129222274,0,0.17290911162032385,0.08394891355977882,0.2510462619900485,0.4254343108064501,0.23333464949415034
STLAS_only_swanson_randomized,2664,0.02063550627516473,0.03774943482130766,0,0.1882353720936534,0.13254814307782697,0.4451896702581443,0.6191773578289882,0.3462876358146532
STLAS_only_swanson_randomized,7847,0.0166504477489401,0.053759850561618805,0,0.20178928230846419,0.23698446148569574,0.34561057097729914,0.6697012213482245,0.3635213840299209
STLAS_only_swanson_randomized,2771,0.02103051022541794,0.030242084215084713,0,0.15713404006103818,0.20326028285586342,0.23684470938907085,0.4342342638876323,0.2578683240484012
STLAS_only_swanson_randomized,9820,0.01869462848621972,0.06297361767954296,0,0.045947097841172076,0.07820312227862208,0.3051741716209962,0.42885102904440475,0.21454385519629876
STLAS_only_swanson_randomized,7431,0.02148262329180451,0.03620177631576856,0,0.12087322331044646,0.23547030196728175,0.22377203534092785,0.6294160192804295,0.3023828949747714
STLAS_only_swanson_randomized,1019,0.017200452254407785,0.05609516799449921,0,0.17493897139633158,0.23123101999041693,0.36987818885615564,0.6557969958991289,0.35796129403550825
STLAS_only_ukp_randomized,6411,0.015187503723427653,0.027328230440616608,0,0.18260045948293663,0.07662820572672445,0.4178941863772228,0.2031539313066313,0.2200691957233788
STLAS_only_ukp_randomized,5313,0.01634791847318411,0.01754705049097538,0,0.18696663148525045,0.10316935626259137,0.32278107382898935,0.30774001159823067,0.23016426829376546
STLAS_only_ukp_randomized,6485,0.018369355984032155,0.014945931732654572,0,0.1852832990300932,0.12062707830570081,0.34861654163111794,0.4865841974668606,0.28527777910844315
STLAS_only_ukp_randomized,9698,0.017065417021512985,0.013770915567874908,0,0.2113665932394227,0.10526914885964613,0.413810068858657,0.2456648623844245,0.24402766833553757
STLAS_only_ukp_randomized,8427,0.016186358919367195,0.025138188153505325,0,0.24685557018187962,0.02263803474814836,0.43041893387312363,0.23199075718154102,0.23297582399617317
STLAS_only_ukp_randomized,9023,0.019897585941685572,0.014981798827648163,0,0.19548753114282394,0.13611763156189713,0.31364632105788615,0.5250736019680128,0.292581271432655
STLAS_only_ukp_randomized,6048,0.017121792957186698,0.01686728745698929,0,0.19681212422725344,0.04768039200183038,0.4527686355542955,0.3323014736059427,0.2573906563473305
STLAS_only_ukp_randomized,6961,0.018122999742627145,0.01954982616007328,0,0.24800495631653,0.20068612350958884,0.3025420144229439,0.5105251376126673,0.3154395579654325
STLAS_only_ukp_randomized,8465,0.017082230048254134,0.03275825083255768,0,0.18042842071156837,0.048668153930834186,0.1519376787663322,0.22885962435372506,0.15247346944061496
STLAS_only_ukp_randomized,3164,0.01574740270152688,0.020885270088911057,0,0.21792859050897345,0.14524702964515054,0.4641990150805963,0.23659387507744942,0.2659921275780424
STLAS_LOO_gretz_randomized,6851,0.01739442083485348,0.05106076872662494,0,0.17800656529121198,0.11037797597388033,0.33624591174667906,0.5602917930984642,0.2962305615275589
STLAS_LOO_gretz_randomized,2815,0.02054116175951142,0.05092161614447832,0,0.2201938939959074,0.15458859470098232,0.06576351936756022,0.6067702636455725,0.26182906792750565
STLAS_LOO_gretz_randomized,6019,0.02339241436986935,0.054420951960815325,0,0.21077235989968143,0.2932162422826427,0.20843595944644067,0.6337228002736217,0.3365368404755966
STLAS_LOO_gretz_randomized,5274,0.02122635495300605,0.053810437520345054,0,0.14751917318682203,0.28501052906678015,0.3838696142607694,0.3772862261295602,0.298421385660983
STLAS_LOO_gretz_randomized,1798,0.021588976853168927,0.04691295413986633,0,0.21589044188657433,0.25611069637827844,0.2607892808075602,0.32063785293720676,0.26335706800240494
STLAS_LOO_gretz_randomized,9850,0.015589785831118072,0.03836897672399094,0,0.2735565229118392,0.2206389152490974,0.13920139304434026,0.41626200430216687,0.2624147088768609
STLAS_LOO_gretz_randomized,7603,0.020381534922747843,0.053580177415694506,0,0.24682603002805742,0.20668554781169274,0.1742255612932337,0.3768332465524104,0.25114259642134856
STLAS_LOO_gretz_randomized,5439,0.026314502219315125,0.05497791705762639,0,0.21248142470276105,0.15682503663140912,0.05158777166266912,0.5707190654190484,0.2479033246039719
STLAS_LOO_gretz_randomized,4357,0.02356349511051571,0.03989880854407182,0,0.18121281278057744,0.030951348662858747,0.133581242799898,0.3219968913511902,0.1669355738986311
STLAS_LOO_gretz_randomized,7403,0.02627324064572652,0.05992429107427597,0,0.22235221575974584,0.26347763180862077,0.26450877635211467,0.5654348697230472,0.3289433734108821
STLAS_LOO_toledo_randomized,1053,0.014812509442592884,0.03558510240788261,0,0.43140214167537927,0.30399581002140347,0.12117722326091925,0.6272049983883544,0.37094504333651407
STLAS_LOO_toledo_randomized,6118,0.013025338814487893,0.03171483843276898,0,0.4567566953207888,0.3646250219185051,0.35032713378129104,0.34141585692255044,0.37828117698578384
STLAS_LOO_toledo_randomized,8608,0.012305319674620762,0.03640852487712566,0,0.4731296201525526,0.35563775414620175,0.19149415692677604,0.4197902806370932,0.36001295296565594
STLAS_LOO_toledo_randomized,9518,0.010642469304256401,0.03686047984021051,0,0.4418526143739773,0.3531993270513465,0.3419388651308481,0.3859645407589946,0.38073883682879167
STLAS_LOO_toledo_randomized,1971,0.012015021804450866,0.03636548016220331,0,0.4477049973034654,0.26988299353403783,0.3756200781327476,0.6013065924355269,0.42362866535144444
STLAS_LOO_toledo_randomized,9750,0.013180374788280677,0.03413452062134941,0,0.44925750854617275,0.3175823792970226,0.39998688512369096,0.38194814669182736,0.38719372991467843
STLAS_LOO_toledo_randomized,5132,0.011906714592391182,0.0380722038700419,0,0.4691923121267394,0.3218777061532107,0.20717495408736925,0.4380983059927698,0.3590858195900223
STLAS_LOO_toledo_randomized,9207,0.01667653599473755,0.035430375968330895,0,0.4373527848973847,0.38762126750997855,0.516246038563706,0.4444586654341241,0.4464196891012983
STLAS_LOO_toledo_randomized,3614,0.015931043189007742,0.034982159860053305,0,0.44281833629173917,0.24263962908906206,0.4156764295575271,0.6212150203294808,0.4305873538169523
