model_id,seed,avg_train_loss,avg_val_loss,avg_test_loss,gretz_pearson,toledo_pearson,ukp_pearson,swanson_pearson,avg_pearson
STLAS_only_toledo_randomized_topic,9233,0.021917952124827673,0.04036104828119278,0.08204483674442181,0.4187461743525109,0.39362116818084125,0.1865249498728681,0.21698888378758519,0.3039702940484514
STLAS_only_ukp_randomized_topic,3246,0.020899707823991774,0.013697206042706966,0.09314256917003175,0.06815636233909203,0.23316277724107076,0.1511568336577283,0.543412706978173,0.248972170054016
STLAS_only_toledo_randomized_topic,3897,0.022692275538918425,0.043346092104911804,0.09028726525139064,0.391443084478065,0.35757925314279637,0.21980998095777715,0.13782934874045183,0.2766654168297726
STLAS_only_swanson_randomized_topic,3726,0.020994686275063193,0.04050512922306856,0.04326819568975932,0.15255562712124415,0.12969272920026784,0.212122624266114,0.639823984635774,0.28354874130585
STLAS_only_toledo_randomized_topic,2212,0.024711830766811486,0.04158750735223293,0.061586458179535286,0.40994207034210767,0.37066882990341526,0.27256558784973434,0.38194212649327963,0.35877965364713427
STLAS_only_ukp_randomized_topic,8500,0.019802870880812406,0.01301555335521698,0.10112167063705398,0.0075223425435314755,0.27041535389141796,0.18734847464469576,0.40637646394017957,0.2179156587549562
STLAS_only_swanson_randomized_topic,3401,0.01781116246890563,0.029352364595979452,0.051256051810923964,-0.028600574019067893,0.27427044423343466,0.13281594434692615,0.40787889289018103,0.19659117686286848
STLAS_randomized_source,8949,0.016223850501223634,0.035812615195200556,0.032437988232983196,0.5035987176286795,0.33341343593287653,0.2834408893688032,0.6556824307631868,0.4440338684233865
STLAS_only_ukp_randomized_topic,1658,0.023872676026076078,0.011803101748228073,0.06399041361042432,0.047669297114848366,0.07793639827713038,0.2840560915611903,0.1918897999608024,0.15038789672849287
STLAS_only_swanson_randomized_topic,4492,0.021764839021489023,0.05804497003555298,0.03814833616894303,0.14912549864765134,0.2861086032592219,0.3266249172885013,0.6792618346819932,0.3602802134693419
STLAS_only_toledo_randomized_topic,439,0.021374802421427,0.03895829121271769,0.06407747852305572,0.41166764944512196,0.31870243537886334,0.24814534173391983,0.17913487889264873,0.2894125763626385
STLAS_only_ukp_randomized_topic,4626,0.018847445398569106,0.016237717121839523,0.09451379347592592,-0.012479264505934637,-0.009432004469446734,0.24371867081925813,0.5065547702162136,0.1820905430150226
STLAS_only_toledo_randomized_topic,2757,0.0297027161839057,0.03943899162113666,0.07769554404039232,0.3874267284989167,0.4177911516071622,0.23614297501803022,0.2877024362534219,0.3322658228443827
STLAS_only_swanson_randomized_topic,5801,0.01699033238662359,0.030082609970122576,0.04779393690042808,0.10239524905341352,0.16283795321996813,0.20978553833213334,0.40457916031005514,0.21989947522889253
STLAS_only_ukp_randomized_topic,3649,0.01984457978978753,0.018894540145993233,0.08799053007880082,0.053153010140037905,0.148063871825863,0.17375492796850425,0.5779980025194987,0.23824245311347597
STLAS_only_toledo_randomized_topic,5891,0.024593341102202734,0.03534548872938523,0.0803866710273489,0.30641546952074583,0.3557148088377213,0.31363515191967695,0.22792150327935262,0.30092173338937417
STLAS_only_swanson_randomized_topic,6451,0.01849441275780284,0.034473978293438755,0.04502783715724945,0.1279619474982293,0.0794237705063967,0.18012411851631646,0.36618788041175904,0.18842442923317537
STLAS_only_toledo_randomized_topic,2304,0.025586890135990813,0.03875456510909966,0.06265760704443074,0.42893900716251265,0.33564445845431323,0.14862870905448827,0.3495549761822677,0.31569178771339546
STLAS_only_ukp_randomized_topic,8542,0.02152430061250925,0.014622766524553299,0.09567669285056384,0.044952156083875046,0.07582640147965147,0.13845891967248602,0.5166950353928569,0.19398312815721735
STLAS_only_ukp_randomized_topic,9000,0.020726711396127938,0.02498539723455906,0.07128625269979239,-0.009349092415952857,0.286935058531844,0.029212928603934686,0.2925201728522957,0.14982976689303037
STLAS_only_swanson_randomized_topic,8186,0.021081718670971254,0.04561942474295696,0.04488653209850644,0.13466214310737434,0.20099990727214634,0.1949292922168211,0.6208520433320304,0.28786084648209304
STLAS_only_toledo_randomized_topic,3659,0.019178891233329116,0.04582135130961736,0.0937581771841416,0.3488383882873889,0.26097452594822185,0.2643599679469473,0.18475127371192301,0.26473103897362027
STLAS_only_ukp_randomized_topic,8435,0.02096769791096449,0.014225849881768227,0.09396281854157716,0.05808994040573647,0.18167306998705082,0.24337593293347795,0.39015654754657675,0.2183238727182105
STLAS_only_swanson_randomized_topic,2272,0.017846924061767567,0.028855120452741783,0.05102018535965019,0.0219491350041675,0.1846685829125212,0.23677355239061873,0.41614703988354124,0.21488457754771217
STLAS_only_toledo_randomized_topic,5210,0.023432242208901718,0.043612343817949296,0.05227920562028885,0.40380448610985864,0.31987707605863075,0.2788359845519395,0.3954709218401532,0.34949711714014553
STLAS_randomized_source,2914,0.01348870095736043,0.03308983621818404,0.03336045449742904,0.49118712436056466,0.25863037437331515,0.2141956659744272,0.5680368534515775,0.38301250453997115
STLAS_only_ukp_randomized_topic,7341,0.01823686365969479,0.01409899815917015,0.08782402898414411,0.00017827720051284262,0.18492108704594104,0.29455425847300754,0.5737433133228835,0.26334923401058624
STLAS_only_swanson_randomized_topic,8550,0.017716774763539434,0.03033009124919772,0.048926721857144286,0.09231217159577344,0.17475989346111734,0.10505335267383362,0.4036644966753524,0.1939474786015192
STLAS_randomized_source,6322,0.01415350032905602,0.03432161885045343,0.0338762445713986,0.4556650183258477,0.3062102925399858,0.2659115446903517,0.5925583285804108,0.405086296034149
STLAS_randomized_source,7560,0.01900915598438282,0.03435839827039412,0.029674663136784848,0.4945603894231942,0.23906192621916308,0.41861584677664754,0.6470240857901646,0.44981556205229234
STLAS_randomized_source,8839,0.01584796413468818,0.03269689828933527,0.03251461339566637,0.5014793438090264,0.3098073431897485,0.2913832542310746,0.602739074527568,0.4263522539393544
STLAS_randomized_source,5896,0.015802928166730065,0.034690546330564946,0.03247060496082057,0.49896040092714333,0.27244879767473484,0.2334838955527137,0.5443958282684351,0.3873222306057567
STLAS_randomized_source,7214,0.017168407389537243,0.03307922091335058,0.03519059013989237,0.46717313276567,0.2840231436203706,0.5425646031492205,0.5589369739054804,0.4631744633601854
STLAS_randomized_source,6173,0.01426250526767072,0.03537479198227326,0.030801726002541798,0.5001591853620686,0.26416542414495237,0.2832111209655421,0.630198708991643,0.4194336098660515
STLAS_randomized_source,4237,0.014635245216529546,0.037741788677298105,0.0330897060733649,0.5182364547954286,0.22450718004951428,0.4275776790692005,0.43036297683976504,0.4001710726884771
STLAS_randomized_source,4289,0.014968650620148488,0.03616706761080892,0.033425256976801335,0.4747482619038937,0.3384635726045789,0.30504952954825904,0.44886690512111865,0.3917820672944625
STLAS_randomized_source,5735,0.018052952944013562,0.032937920422873634,0.03372743141962521,0.45150445620819296,0.342193227556774,0.2962950826363729,0.5596352145533198,0.4124069952386649
STLAS_randomized_LOO_swanson_topic,1416,0.01620555837339583,0.03623220407004867,0.0351006080611394,0.4458729284504934,0.3657898631831754,0.2454960731930846,0.5831645701211707,0.4100808587369811
STLAS_randomized_LOO_toledo_topic,3712,0.01565927755078207,0.030777867855221935,0.03848081025024576,0.4730576915342784,0.4679284506609824,0.11071903391443334,0.34714432647545834,0.3497123756462881
STLAS_randomized_source,5404,0.013994935932714725,0.03538296777588218,0.034521889163931806,0.4628843641268029,0.3610835436844239,0.29807613243662673,0.567467399363751,0.42237785990290116
STLAS_randomized_LOO_swanson_topic,5680,0.018307136422399565,0.03644504220439838,0.029868039466878948,0.46755366363200285,0.4519744359009763,0.2947082154922653,0.6349729217271685,0.4623023091881032
STLAS_randomized_LOO_toledo_topic,2460,0.017233503920724615,0.03893897362720611,0.0326638133501855,0.5165155188482574,0.28064359535858113,0.09830524506374469,0.443916322960053,0.33484517055765906
STLAS_randomized_source,7576,0.017064315405984718,0.03058255821265079,0.03440724121263394,0.48309178095586514,0.40824684353349894,0.43702871383408365,0.3339238901202619,0.41557280711092737
STLAS_randomized_LOO_swanson_topic,946,0.01582824073903396,0.03253062242375953,0.038850078847808917,0.4678352495276419,0.3235984760079446,0.21212623082441073,0.3392065551782993,0.33569162788457413
STLAS_randomized_LOO_toledo_topic,5988,0.01619800017962362,0.03153732650586077,0.03280431615331998,0.5000389467495221,0.4239071738086815,0.3256498729978973,0.3406828469937392,0.39756971013746
STLAS_randomized_source,1416,0.014399256213147475,0.03652278665187103,0.03456202049094897,0.48238061444240454,0.3399846900546314,0.4317244626573626,0.5745286349318969,0.45715460052157386
STLAS_randomized_LOO_toledo_topic,7033,0.019529356576294312,0.0391476515003226,0.03875515339314006,0.4438005482261679,0.39410205087926237,0.20868126477529628,0.34426596360534345,0.34771245687151753
STLAS_randomized_LOO_swanson_topic,2701,0.017569656358986854,0.03774671474328408,0.031899616370598474,0.4466220864753005,0.32244832223114306,0.214052629025831,0.6458695350400936,0.407248143193092
STLAS_randomized_source,7318,0.014855637317901562,0.0374940904953024,0.03231331012898781,0.4972468999796266,0.35443744512594166,0.4250062849293995,0.43235280542442966,0.4272608588648493
STLAS_randomized_LOO_toledo_topic,1505,0.014938889443142953,0.03190272023428732,0.03911388695568723,0.4726691717760791,0.394553491768066,0.3041133026441964,0.33540765053661625,0.3766859041812395
STLAS_randomized_LOO_swanson_topic,5901,0.013115036122396626,0.034977539647918415,0.03724297646793627,0.5124337717311284,0.38734335462072644,0.237927883707771,0.29422998895411984,0.3579837497534364
STLAS_randomized_LOO_toledo_topic,2239,0.018307255258731562,0.035735375634752785,0.0317436286713928,0.4924806159525154,0.4604853790868856,0.12313833220901957,0.6266453808246732,0.42568742701827345
STLAS_randomized_LOO_gretz_topic,4327,0.016899362960854904,0.03576592094116453,0.030372358872281277,0.5050057538636429,0.3787913616643507,0.1435160920749674,0.5846215732149346,0.4029836952044739
STLAS_randomized_LOO_ukp_topic,3935,0.013629400348338318,0.037064945235127406,0.034549172800868305,0.4852156813727693,0.36088778923040393,0.050549416844804226,0.5795752011908238,0.3690570221597003
STLAS_randomized_LOO_swanson_topic,9312,0.013080386123537867,0.0373684061510909,0.03521409693818826,0.45775880313768014,0.33032940346323353,0.30842555840348646,0.3434504830501969,0.3599910620136492
STLAS_randomized_LOO_toledo_topic,6937,0.019110914149092443,0.03933228106435501,0.03431417961753365,0.4741954386990662,0.40388408000405546,0.29579688054051967,0.5740701001922294,0.43698662485896766
STLAS_randomized_LOO_ukp_topic,2770,0.01691409754466706,0.03793027222264504,0.0354885573459553,0.4919456451650657,0.4136348197887917,0.2439808135616425,0.433612929636726,0.3957935520380565
STLAS_randomized_LOO_gretz_topic,8137,0.014112918436228071,0.03195193804689308,0.036439747577815346,0.43743264591511655,0.3674391574160354,0.16278756263734936,0.32484894810978343,0.3231270785195712
STLAS_randomized_LOO_swanson_topic,7944,0.014200521250607667,0.03148404026234692,0.03512499478659523,0.4829371455616675,0.36691800940342706,0.28601587555757424,0.33969702492833626,0.3688920138627513
STLAS_randomized_LOO_toledo_topic,4083,0.01517191642379746,0.029432023861087286,0.03521199405315469,0.46324142760003695,0.23931462209177917,0.2102460603094453,0.3263883201152485,0.3097976075291275
STLAS_randomized_LOO_ukp_topic,9735,0.01778290734201237,0.03227929778816834,0.034851594183307424,0.48231613029558296,0.2957122491456304,0.2600859986347175,0.41939285401042053,0.36437680802158784
STLAS_randomized_LOO_gretz_topic,266,0.017726836365120357,0.036394584380711116,0.035848074263105024,0.44603291194089867,0.34587975582313596,0.2203916317539688,0.5090799391112155,0.3803460596573047
STLAS_randomized_LOO_swanson_topic,820,0.01852576773776913,0.03454694017194784,0.03608102773997321,0.44662022070919993,0.318867039090568,0.17068531547439417,0.579185865906799,0.37883961029524027
STLAS_randomized_LOO_toledo_topic,4589,0.0173491779477845,0.035064744201543575,0.03969201223263817,0.45650655121293116,0.33660409795940094,0.21748663040401292,0.41490806358953536,0.35637633579147004
STLAS_randomized_LOO_gretz_topic,8320,0.019129035984529107,0.034319010274615924,0.0351737296829621,0.4207598194381451,0.3373789210530097,0.27678712213908774,0.5730794931625612,0.402001338948201
STLAS_randomized_LOO_swanson_topic,3262,0.019065158957699044,0.034591868263331875,0.0328094441332479,0.46335409880026823,0.33712484935398,0.24310856876667974,0.5628391441582693,0.4016066652697994
STLAS_randomized_LOO_ukp_topic,915,0.012798008301886694,0.03193310251316199,0.03958899238661154,0.45905180371930193,0.3112848474106925,0.27217511256217125,0.29614404463139543,0.3346639520808903
STLAS_randomized_LOO_toledo_topic,8889,0.01932304360746563,0.035852033370996225,0.030655028496050472,0.4623629450185741,0.43568655871887063,0.37418578819704285,0.605585705341686,0.46945524931904337
STLAS_randomized_LOO_gretz_topic,8045,0.01998454731066442,0.03372849076220842,0.03612497381579417,0.5121399084223796,0.368895243452349,0.15218507333734266,0.3631725419159274,0.34909819178199963
STLAS_randomized_LOO_swanson_topic,3756,0.016720031383290927,0.03538689517707967,0.03313812152059241,0.4673826604123311,0.28689042111644963,0.2869165640880306,0.5880131929564437,0.4073007096433138
STLAS_randomized_LOO_ukp_topic,2123,0.014652779983542358,0.03461930411557357,0.033839354391854544,0.4850930626373759,0.3525119137911794,0.18287470116981946,0.35390759384496673,0.3435968178608354
STLAS_randomized_LOO_gretz_topic,4706,0.015413068378852172,0.033987904787619615,0.04023601196593407,0.46768878116183155,0.33287759043930626,0.10574134576055137,0.3560027293466534,0.31557761167708565
STLAS_randomized_LOO_ukp_topic,59,0.0170434058884611,0.036243192937511666,0.03582096964653049,0.41534044339485143,0.3212303517244455,0.3005213187225265,0.618682237010268,0.41394358771302286
STLAS_randomized_LOO_gretz_topic,915,0.012798008301886694,0.03193310251316199,0.03958899238661154,0.45905180371930193,0.3112848474106925,0.27217511256217125,0.29614404463139543,0.3346639520808903
STLAS_randomized_LOO_ukp_topic,7733,0.015449239959413505,0.0350557290414562,0.03354303399795917,0.4434559139497587,0.29365810732102093,0.2991775463731942,0.6151223298922475,0.41285347438405534
STLAS_randomized_LOO_ukp_topic,659,0.020415560619838034,0.03919266650210256,0.03757854216382839,0.47202024490328526,0.3706828353495032,0.2556756347220665,0.41571543864442695,0.37852353840482045
STLAS_randomized_LOO_gretz_topic,3153,0.013121299820053972,0.037984286194607135,0.03803232206559893,0.47525024859230663,0.3548913880494275,0.30051541402455906,0.35070213151006896,0.3703397955440906
STLAS_randomized_LOO_ukp_topic,691,0.01919157826528952,0.03457555431606514,0.03791932047655185,0.4633695992529831,0.12536356882007013,0.23049054092860277,0.3889476150729893,0.30204283101866136
